trial,rt,response,world,img1_1,img1_2,img2_1,img2_2,recording1_1,recording1_2,recording2_1,recording2_2,sim_x_result1,sim_x_result2,filler,color0_probe_img1,color1_probe_img0,color1_probe_img1,color0_probe_img0,probe_obj,probe_obj_idx,probe_shift_id,worldtype,teleporter_entry_color_idx,teleporter_entry_color,pid,answer,img,counterbalance_id,correct_conf,correct
0,9950,25,0052,assets/targets/0052/img1_1.png,assets/targets/0052/img1_2.png,assets/targets/0052/img2_1.png,assets/targets/0052/img2_2.png,assets/targets/0052/recording1_1.mp4,assets/targets/0052/recording1_2.mp4,assets/targets/0052/recording2_1.mp4,assets/targets/0052/recording2_2.mp4,570.2567171334038,231.9134273051645,False,assets/targets/0052/outlinestim_world1_probe1_1_1.png,assets/targets/0052/outlinestim_world2_probe1_1_0.png,assets/targets/0052/outlinestim_world2_probe1_1_1.png,assets/targets/0052/outlinestim_world1_probe1_1_0.png,teleport_consistent,1,1,2,0,brown,63e8326b8d067b28655586fb,0,assets/targets/0052/outlinestim_world2_probe1_1_1.png,1,75,True
1,6161,82,0064,assets/targets/0064/img1_1.png,assets/targets/0064/img1_2.png,assets/targets/0064/img2_1.png,assets/targets/0064/img2_2.png,assets/targets/0064/recording1_1.mp4,assets/targets/0064/recording1_2.mp4,assets/targets/0064/recording2_1.mp4,assets/targets/0064/recording2_2.mp4,572.435126403118,233.99006146723664,False,assets/targets/0064/outlinestim_world1_probe1_2_1.png,assets/targets/0064/outlinestim_world2_probe1_2_0.png,assets/targets/0064/outlinestim_world2_probe1_2_1.png,assets/targets/0064/outlinestim_world1_probe1_2_0.png,teleport_consistent,1,2,1,0,brown,63e8326b8d067b28655586fb,1,assets/targets/0064/outlinestim_world1_probe1_2_0.png,0,82,True
2,9833,33,0069,assets/targets/0069/img1_1.png,assets/targets/0069/img1_2.png,assets/targets/0069/img2_1.png,assets/targets/0069/img2_2.png,assets/targets/0069/recording1_1.mp4,assets/targets/0069/recording1_2.mp4,assets/targets/0069/recording2_1.mp4,assets/targets/0069/recording2_2.mp4,45.99293272938177,282.53465008228795,False,assets/targets/0069/outlinestim_world1_probe2_1_1.png,assets/targets/0069/outlinestim_world2_probe2_1_0.png,assets/targets/0069/outlinestim_world2_probe2_1_1.png,assets/targets/0069/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,1,0,brown,63e8326b8d067b28655586fb,1,assets/targets/0069/outlinestim_world1_probe2_1_0.png,0,33,False
3,4933,70,0091,assets/targets/0091/img1_1.png,assets/targets/0091/img1_2.png,assets/targets/0091/img2_1.png,assets/targets/0091/img2_2.png,assets/targets/0091/recording1_1.mp4,assets/targets/0091/recording1_2.mp4,assets/targets/0091/recording2_1.mp4,assets/targets/0091/recording2_2.mp4,360.26329222466995,232.43135081432789,False,assets/targets/0091/outlinestim_world1_probe0_1_1.png,assets/targets/0091/outlinestim_world2_probe0_1_0.png,assets/targets/0091/outlinestim_world2_probe0_1_1.png,assets/targets/0091/outlinestim_world1_probe0_1_0.png,nocol,0,1,1,0,brown,63e8326b8d067b28655586fb,1,assets/targets/0091/outlinestim_world1_probe0_1_0.png,0,70,True
4,4636,39,0042,assets/targets/0042/img1_1.png,assets/targets/0042/img1_2.png,assets/targets/0042/img2_1.png,assets/targets/0042/img2_2.png,assets/targets/0042/recording1_1.mp4,assets/targets/0042/recording1_2.mp4,assets/targets/0042/recording2_1.mp4,assets/targets/0042/recording2_2.mp4,302.7180979554031,305.896846954325,False,assets/targets/0042/outlinestim_world1_probe0_1_1.png,assets/targets/0042/outlinestim_world2_probe0_1_0.png,assets/targets/0042/outlinestim_world2_probe0_1_1.png,assets/targets/0042/outlinestim_world1_probe0_1_0.png,nocol,0,1,1,0,brown,63e8326b8d067b28655586fb,0,assets/targets/0042/outlinestim_world1_probe0_1_1.png,1,61,True
5,5933,19,0072,assets/targets/0072/img1_1.png,assets/targets/0072/img1_2.png,assets/targets/0072/img2_1.png,assets/targets/0072/img2_2.png,assets/targets/0072/recording1_1.mp4,assets/targets/0072/recording1_2.mp4,assets/targets/0072/recording2_1.mp4,assets/targets/0072/recording2_2.mp4,263.49876924364594,480.2927000755407,False,assets/targets/0072/outlinestim_world1_probe2_1_1.png,assets/targets/0072/outlinestim_world2_probe2_1_0.png,assets/targets/0072/outlinestim_world2_probe2_1_1.png,assets/targets/0072/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,2,0,brown,63e8326b8d067b28655586fb,0,assets/targets/0072/outlinestim_world2_probe2_1_1.png,1,81,True
6,4719,66,0025,assets/targets/0025/img1_1.png,assets/targets/0025/img1_2.png,assets/targets/0025/img2_1.png,assets/targets/0025/img2_2.png,assets/targets/0025/recording1_1.mp4,assets/targets/0025/recording1_2.mp4,assets/targets/0025/recording2_1.mp4,assets/targets/0025/recording2_2.mp4,275.75178627094397,548.0849702817209,False,assets/targets/0025/outlinestim_world1_probe2_2_1.png,assets/targets/0025/outlinestim_world2_probe2_2_0.png,assets/targets/0025/outlinestim_world2_probe2_2_1.png,assets/targets/0025/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,2,0,brown,63e8326b8d067b28655586fb,1,assets/targets/0025/outlinestim_world2_probe2_2_0.png,0,66,True
7,3841,37,0045,assets/targets/0045/img1_1.png,assets/targets/0045/img1_2.png,assets/targets/0045/img2_1.png,assets/targets/0045/img2_2.png,assets/targets/0045/recording1_1.mp4,assets/targets/0045/recording1_2.mp4,assets/targets/0045/recording2_1.mp4,assets/targets/0045/recording2_2.mp4,436.6559051772762,257.95950551802974,False,assets/targets/0045/outlinestim_world1_probe1_1_1.png,assets/targets/0045/outlinestim_world2_probe1_1_0.png,assets/targets/0045/outlinestim_world2_probe1_1_1.png,assets/targets/0045/outlinestim_world1_probe1_1_0.png,teleport_consistent,1,1,2,0,brown,63e8326b8d067b28655586fb,0,assets/targets/0045/outlinestim_world2_probe1_1_1.png,1,63,True
8,4672,52,0024,assets/targets/0024/img1_1.png,assets/targets/0024/img1_2.png,assets/targets/0024/img2_1.png,assets/targets/0024/img2_2.png,assets/targets/0024/recording1_1.mp4,assets/targets/0024/recording1_2.mp4,assets/targets/0024/recording2_1.mp4,assets/targets/0024/recording2_2.mp4,392.50547349657757,36.17405762242421,False,assets/targets/0024/outlinestim_world1_probe0_2_1.png,assets/targets/0024/outlinestim_world2_probe0_2_0.png,assets/targets/0024/outlinestim_world2_probe0_2_1.png,assets/targets/0024/outlinestim_world1_probe0_2_0.png,nocol,0,2,2,0,brown,63e8326b8d067b28655586fb,1,assets/targets/0024/outlinestim_world2_probe0_2_0.png,0,52,True
0,55788,23,0072,assets/targets/0072/img1_1.png,assets/targets/0072/img1_2.png,assets/targets/0072/img2_1.png,assets/targets/0072/img2_2.png,assets/targets/0072/recording1_1.mp4,assets/targets/0072/recording1_2.mp4,assets/targets/0072/recording2_1.mp4,assets/targets/0072/recording2_2.mp4,263.49876924364594,480.2927000755407,False,assets/targets/0072/outlinestim_world1_probe1_1_1.png,assets/targets/0072/outlinestim_world2_probe1_1_0.png,assets/targets/0072/outlinestim_world2_probe1_1_1.png,assets/targets/0072/outlinestim_world1_probe1_1_0.png,teleport_consistent,1,1,1,0,brown,62950797c66ad6f3715bb6e6,0,assets/targets/0072/outlinestim_world1_probe1_1_1.png,1,77,True
1,16266,0,0025,assets/targets/0025/img1_1.png,assets/targets/0025/img1_2.png,assets/targets/0025/img2_1.png,assets/targets/0025/img2_2.png,assets/targets/0025/recording1_1.mp4,assets/targets/0025/recording1_2.mp4,assets/targets/0025/recording2_1.mp4,assets/targets/0025/recording2_2.mp4,275.75178627094397,548.0849702817209,False,assets/targets/0025/outlinestim_world1_probe2_1_1.png,assets/targets/0025/outlinestim_world2_probe2_1_0.png,assets/targets/0025/outlinestim_world2_probe2_1_1.png,assets/targets/0025/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,2,0,brown,62950797c66ad6f3715bb6e6,0,assets/targets/0025/outlinestim_world2_probe2_1_1.png,1,100,True
2,6728,93,0045,assets/targets/0045/img1_1.png,assets/targets/0045/img1_2.png,assets/targets/0045/img2_1.png,assets/targets/0045/img2_2.png,assets/targets/0045/recording1_1.mp4,assets/targets/0045/recording1_2.mp4,assets/targets/0045/recording2_1.mp4,assets/targets/0045/recording2_2.mp4,436.6559051772762,257.95950551802974,False,assets/targets/0045/outlinestim_world1_probe0_1_1.png,assets/targets/0045/outlinestim_world2_probe0_1_0.png,assets/targets/0045/outlinestim_world2_probe0_1_1.png,assets/targets/0045/outlinestim_world1_probe0_1_0.png,nocol,0,1,2,0,brown,62950797c66ad6f3715bb6e6,1,assets/targets/0045/outlinestim_world2_probe0_1_0.png,0,93,True
3,10737,16,0091,assets/targets/0091/img1_1.png,assets/targets/0091/img1_2.png,assets/targets/0091/img2_1.png,assets/targets/0091/img2_2.png,assets/targets/0091/recording1_1.mp4,assets/targets/0091/recording1_2.mp4,assets/targets/0091/recording2_1.mp4,assets/targets/0091/recording2_2.mp4,360.26329222466995,232.43135081432789,False,assets/targets/0091/outlinestim_world1_probe1_1_1.png,assets/targets/0091/outlinestim_world2_probe1_1_0.png,assets/targets/0091/outlinestim_world2_probe1_1_1.png,assets/targets/0091/outlinestim_world1_probe1_1_0.png,teleport_consistent,1,1,2,0,brown,62950797c66ad6f3715bb6e6,0,assets/targets/0091/outlinestim_world2_probe1_1_1.png,1,84,True
4,22144,20,0064,assets/targets/0064/img1_1.png,assets/targets/0064/img1_2.png,assets/targets/0064/img2_1.png,assets/targets/0064/img2_2.png,assets/targets/0064/recording1_1.mp4,assets/targets/0064/recording1_2.mp4,assets/targets/0064/recording2_1.mp4,assets/targets/0064/recording2_2.mp4,572.435126403118,233.99006146723664,False,assets/targets/0064/outlinestim_world1_probe1_2_1.png,assets/targets/0064/outlinestim_world2_probe1_2_0.png,assets/targets/0064/outlinestim_world2_probe1_2_1.png,assets/targets/0064/outlinestim_world1_probe1_2_0.png,teleport_consistent,1,2,1,0,brown,62950797c66ad6f3715bb6e6,0,assets/targets/0064/outlinestim_world1_probe1_2_1.png,1,80,True
5,22728,76,0024,assets/targets/0024/img1_1.png,assets/targets/0024/img1_2.png,assets/targets/0024/img2_1.png,assets/targets/0024/img2_2.png,assets/targets/0024/recording1_1.mp4,assets/targets/0024/recording1_2.mp4,assets/targets/0024/recording2_1.mp4,assets/targets/0024/recording2_2.mp4,392.50547349657757,36.17405762242421,False,assets/targets/0024/outlinestim_world1_probe0_2_1.png,assets/targets/0024/outlinestim_world2_probe0_2_0.png,assets/targets/0024/outlinestim_world2_probe0_2_1.png,assets/targets/0024/outlinestim_world1_probe0_2_0.png,nocol,0,2,1,0,brown,62950797c66ad6f3715bb6e6,1,assets/targets/0024/outlinestim_world1_probe0_2_0.png,0,76,True
6,8141,0,0042,assets/targets/0042/img1_1.png,assets/targets/0042/img1_2.png,assets/targets/0042/img2_1.png,assets/targets/0042/img2_2.png,assets/targets/0042/recording1_1.mp4,assets/targets/0042/recording1_2.mp4,assets/targets/0042/recording2_1.mp4,assets/targets/0042/recording2_2.mp4,302.7180979554031,305.896846954325,False,assets/targets/0042/outlinestim_world1_probe1_2_1.png,assets/targets/0042/outlinestim_world2_probe1_2_0.png,assets/targets/0042/outlinestim_world2_probe1_2_1.png,assets/targets/0042/outlinestim_world1_probe1_2_0.png,teleport_consistent,1,2,1,0,brown,62950797c66ad6f3715bb6e6,0,assets/targets/0042/outlinestim_world1_probe1_2_1.png,1,100,True
7,9439,9,0052,assets/targets/0052/img1_1.png,assets/targets/0052/img1_2.png,assets/targets/0052/img2_1.png,assets/targets/0052/img2_2.png,assets/targets/0052/recording1_1.mp4,assets/targets/0052/recording1_2.mp4,assets/targets/0052/recording2_1.mp4,assets/targets/0052/recording2_2.mp4,570.2567171334038,231.9134273051645,False,assets/targets/0052/outlinestim_world1_probe0_1_1.png,assets/targets/0052/outlinestim_world2_probe0_1_0.png,assets/targets/0052/outlinestim_world2_probe0_1_1.png,assets/targets/0052/outlinestim_world1_probe0_1_0.png,nocol,0,1,1,0,brown,62950797c66ad6f3715bb6e6,0,assets/targets/0052/outlinestim_world1_probe0_1_1.png,1,91,True
8,4903,96,0069,assets/targets/0069/img1_1.png,assets/targets/0069/img1_2.png,assets/targets/0069/img2_1.png,assets/targets/0069/img2_2.png,assets/targets/0069/recording1_1.mp4,assets/targets/0069/recording1_2.mp4,assets/targets/0069/recording2_1.mp4,assets/targets/0069/recording2_2.mp4,45.99293272938177,282.53465008228795,False,assets/targets/0069/outlinestim_world1_probe1_2_1.png,assets/targets/0069/outlinestim_world2_probe1_2_0.png,assets/targets/0069/outlinestim_world2_probe1_2_1.png,assets/targets/0069/outlinestim_world1_probe1_2_0.png,teleport_consistent,1,2,1,0,brown,62950797c66ad6f3715bb6e6,0,assets/targets/0069/outlinestim_world1_probe1_2_1.png,1,4,False
0,45036,42,0045,assets/targets/0045/img1_1.png,assets/targets/0045/img1_2.png,assets/targets/0045/img2_1.png,assets/targets/0045/img2_2.png,assets/targets/0045/recording1_1.mp4,assets/targets/0045/recording1_2.mp4,assets/targets/0045/recording2_1.mp4,assets/targets/0045/recording2_2.mp4,436.6559051772762,257.95950551802974,False,assets/targets/0045/outlinestim_world1_probe0_2_1.png,assets/targets/0045/outlinestim_world2_probe0_2_0.png,assets/targets/0045/outlinestim_world2_probe0_2_1.png,assets/targets/0045/outlinestim_world1_probe0_2_0.png,nocol,0,2,1,0,brown,62b35a7d9d9cd966ebcf3ef8,1,assets/targets/0045/outlinestim_world1_probe0_2_0.png,0,42,False
1,13888,0,0052,assets/targets/0052/img1_1.png,assets/targets/0052/img1_2.png,assets/targets/0052/img2_1.png,assets/targets/0052/img2_2.png,assets/targets/0052/recording1_1.mp4,assets/targets/0052/recording1_2.mp4,assets/targets/0052/recording2_1.mp4,assets/targets/0052/recording2_2.mp4,570.2567171334038,231.9134273051645,False,assets/targets/0052/outlinestim_world1_probe1_1_1.png,assets/targets/0052/outlinestim_world2_probe1_1_0.png,assets/targets/0052/outlinestim_world2_probe1_1_1.png,assets/targets/0052/outlinestim_world1_probe1_1_0.png,teleport_consistent,1,1,1,0,brown,62b35a7d9d9cd966ebcf3ef8,0,assets/targets/0052/outlinestim_world1_probe1_1_1.png,1,100,True
2,14309,71,0024,assets/targets/0024/img1_1.png,assets/targets/0024/img1_2.png,assets/targets/0024/img2_1.png,assets/targets/0024/img2_2.png,assets/targets/0024/recording1_1.mp4,assets/targets/0024/recording1_2.mp4,assets/targets/0024/recording2_1.mp4,assets/targets/0024/recording2_2.mp4,392.50547349657757,36.17405762242421,False,assets/targets/0024/outlinestim_world1_probe2_1_1.png,assets/targets/0024/outlinestim_world2_probe2_1_0.png,assets/targets/0024/outlinestim_world2_probe2_1_1.png,assets/targets/0024/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,2,0,brown,62b35a7d9d9cd966ebcf3ef8,1,assets/targets/0024/outlinestim_world2_probe2_1_0.png,0,71,True
3,14353,60,0042,assets/targets/0042/img1_1.png,assets/targets/0042/img1_2.png,assets/targets/0042/img2_1.png,assets/targets/0042/img2_2.png,assets/targets/0042/recording1_1.mp4,assets/targets/0042/recording1_2.mp4,assets/targets/0042/recording2_1.mp4,assets/targets/0042/recording2_2.mp4,302.7180979554031,305.896846954325,False,assets/targets/0042/outlinestim_world1_probe2_2_1.png,assets/targets/0042/outlinestim_world2_probe2_2_0.png,assets/targets/0042/outlinestim_world2_probe2_2_1.png,assets/targets/0042/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,2,0,brown,62b35a7d9d9cd966ebcf3ef8,1,assets/targets/0042/outlinestim_world2_probe2_2_0.png,0,60,True
4,18015,93,0025,assets/targets/0025/img1_1.png,assets/targets/0025/img1_2.png,assets/targets/0025/img2_1.png,assets/targets/0025/img2_2.png,assets/targets/0025/recording1_1.mp4,assets/targets/0025/recording1_2.mp4,assets/targets/0025/recording2_1.mp4,assets/targets/0025/recording2_2.mp4,275.75178627094397,548.0849702817209,False,assets/targets/0025/outlinestim_world1_probe2_1_1.png,assets/targets/0025/outlinestim_world2_probe2_1_0.png,assets/targets/0025/outlinestim_world2_probe2_1_1.png,assets/targets/0025/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,1,0,brown,62b35a7d9d9cd966ebcf3ef8,0,assets/targets/0025/outlinestim_world1_probe2_1_1.png,1,7,False
5,14603,100,0069,assets/targets/0069/img1_1.png,assets/targets/0069/img1_2.png,assets/targets/0069/img2_1.png,assets/targets/0069/img2_2.png,assets/targets/0069/recording1_1.mp4,assets/targets/0069/recording1_2.mp4,assets/targets/0069/recording2_1.mp4,assets/targets/0069/recording2_2.mp4,45.99293272938177,282.53465008228795,False,assets/targets/0069/outlinestim_world1_probe2_1_1.png,assets/targets/0069/outlinestim_world2_probe2_1_0.png,assets/targets/0069/outlinestim_world2_probe2_1_1.png,assets/targets/0069/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,2,0,brown,62b35a7d9d9cd966ebcf3ef8,1,assets/targets/0069/outlinestim_world2_probe2_1_0.png,0,100,True
6,11608,0,0072,assets/targets/0072/img1_1.png,assets/targets/0072/img1_2.png,assets/targets/0072/img2_1.png,assets/targets/0072/img2_2.png,assets/targets/0072/recording1_1.mp4,assets/targets/0072/recording1_2.mp4,assets/targets/0072/recording2_1.mp4,assets/targets/0072/recording2_2.mp4,263.49876924364594,480.2927000755407,False,assets/targets/0072/outlinestim_world1_probe2_2_1.png,assets/targets/0072/outlinestim_world2_probe2_2_0.png,assets/targets/0072/outlinestim_world2_probe2_2_1.png,assets/targets/0072/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,2,0,brown,62b35a7d9d9cd966ebcf3ef8,0,assets/targets/0072/outlinestim_world2_probe2_2_1.png,1,100,True
7,13705,48,0091,assets/targets/0091/img1_1.png,assets/targets/0091/img1_2.png,assets/targets/0091/img2_1.png,assets/targets/0091/img2_2.png,assets/targets/0091/recording1_1.mp4,assets/targets/0091/recording1_2.mp4,assets/targets/0091/recording2_1.mp4,assets/targets/0091/recording2_2.mp4,360.26329222466995,232.43135081432789,False,assets/targets/0091/outlinestim_world1_probe0_2_1.png,assets/targets/0091/outlinestim_world2_probe0_2_0.png,assets/targets/0091/outlinestim_world2_probe0_2_1.png,assets/targets/0091/outlinestim_world1_probe0_2_0.png,nocol,0,2,1,0,brown,62b35a7d9d9cd966ebcf3ef8,1,assets/targets/0091/outlinestim_world1_probe0_2_0.png,0,48,False
8,18954,48,0064,assets/targets/0064/img1_1.png,assets/targets/0064/img1_2.png,assets/targets/0064/img2_1.png,assets/targets/0064/img2_2.png,assets/targets/0064/recording1_1.mp4,assets/targets/0064/recording1_2.mp4,assets/targets/0064/recording2_1.mp4,assets/targets/0064/recording2_2.mp4,572.435126403118,233.99006146723664,False,assets/targets/0064/outlinestim_world1_probe2_1_1.png,assets/targets/0064/outlinestim_world2_probe2_1_0.png,assets/targets/0064/outlinestim_world2_probe2_1_1.png,assets/targets/0064/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,1,0,brown,62b35a7d9d9cd966ebcf3ef8,1,assets/targets/0064/outlinestim_world1_probe2_1_0.png,0,48,False
0,17836,100,0072,assets/targets/0072/img1_1.png,assets/targets/0072/img1_2.png,assets/targets/0072/img2_1.png,assets/targets/0072/img2_2.png,assets/targets/0072/recording1_1.mp4,assets/targets/0072/recording1_2.mp4,assets/targets/0072/recording2_1.mp4,assets/targets/0072/recording2_2.mp4,263.49876924364594,480.2927000755407,False,assets/targets/0072/outlinestim_world1_probe1_2_1.png,assets/targets/0072/outlinestim_world2_probe1_2_0.png,assets/targets/0072/outlinestim_world2_probe1_2_1.png,assets/targets/0072/outlinestim_world1_probe1_2_0.png,teleport_consistent,1,2,1,1,blue,5e164e81502213c397f0cf39,1,assets/targets/0072/outlinestim_world2_probe1_2_0.png,0,100,True
1,8331,50,0025,assets/targets/0025/img1_1.png,assets/targets/0025/img1_2.png,assets/targets/0025/img2_1.png,assets/targets/0025/img2_2.png,assets/targets/0025/recording1_1.mp4,assets/targets/0025/recording1_2.mp4,assets/targets/0025/recording2_1.mp4,assets/targets/0025/recording2_2.mp4,275.75178627094397,548.0849702817209,False,assets/targets/0025/outlinestim_world1_probe1_2_1.png,assets/targets/0025/outlinestim_world2_probe1_2_0.png,assets/targets/0025/outlinestim_world2_probe1_2_1.png,assets/targets/0025/outlinestim_world1_probe1_2_0.png,teleport_consistent,1,2,2,1,blue,5e164e81502213c397f0cf39,1,assets/targets/0025/outlinestim_world1_probe1_2_0.png,0,50,True
2,6913,50,0024,assets/targets/0024/img1_1.png,assets/targets/0024/img1_2.png,assets/targets/0024/img2_1.png,assets/targets/0024/img2_2.png,assets/targets/0024/recording1_1.mp4,assets/targets/0024/recording1_2.mp4,assets/targets/0024/recording2_1.mp4,assets/targets/0024/recording2_2.mp4,392.50547349657757,36.17405762242421,False,assets/targets/0024/outlinestim_world1_probe0_2_1.png,assets/targets/0024/outlinestim_world2_probe0_2_0.png,assets/targets/0024/outlinestim_world2_probe0_2_1.png,assets/targets/0024/outlinestim_world1_probe0_2_0.png,nocol,0,2,2,1,blue,5e164e81502213c397f0cf39,0,assets/targets/0024/outlinestim_world1_probe0_2_1.png,1,50,True
3,9207,4,0042,assets/targets/0042/img1_1.png,assets/targets/0042/img1_2.png,assets/targets/0042/img2_1.png,assets/targets/0042/img2_2.png,assets/targets/0042/recording1_1.mp4,assets/targets/0042/recording1_2.mp4,assets/targets/0042/recording2_1.mp4,assets/targets/0042/recording2_2.mp4,302.7180979554031,305.896846954325,False,assets/targets/0042/outlinestim_world1_probe2_1_1.png,assets/targets/0042/outlinestim_world2_probe2_1_0.png,assets/targets/0042/outlinestim_world2_probe2_1_1.png,assets/targets/0042/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,2,1,blue,5e164e81502213c397f0cf39,0,assets/targets/0042/outlinestim_world1_probe2_1_1.png,1,96,True
4,12822,51,0069,assets/targets/0069/img1_1.png,assets/targets/0069/img1_2.png,assets/targets/0069/img2_1.png,assets/targets/0069/img2_2.png,assets/targets/0069/recording1_1.mp4,assets/targets/0069/recording1_2.mp4,assets/targets/0069/recording2_1.mp4,assets/targets/0069/recording2_2.mp4,45.99293272938177,282.53465008228795,False,assets/targets/0069/outlinestim_world1_probe1_1_1.png,assets/targets/0069/outlinestim_world2_probe1_1_0.png,assets/targets/0069/outlinestim_world2_probe1_1_1.png,assets/targets/0069/outlinestim_world1_probe1_1_0.png,teleport_consistent,1,1,2,1,blue,5e164e81502213c397f0cf39,0,assets/targets/0069/outlinestim_world1_probe1_1_1.png,1,49,False
5,5696,96,0052,assets/targets/0052/img1_1.png,assets/targets/0052/img1_2.png,assets/targets/0052/img2_1.png,assets/targets/0052/img2_2.png,assets/targets/0052/recording1_1.mp4,assets/targets/0052/recording1_2.mp4,assets/targets/0052/recording2_1.mp4,assets/targets/0052/recording2_2.mp4,570.2567171334038,231.9134273051645,False,assets/targets/0052/outlinestim_world1_probe2_1_1.png,assets/targets/0052/outlinestim_world2_probe2_1_0.png,assets/targets/0052/outlinestim_world2_probe2_1_1.png,assets/targets/0052/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,2,1,blue,5e164e81502213c397f0cf39,1,assets/targets/0052/outlinestim_world1_probe2_1_0.png,0,96,True
6,4386,50,0045,assets/targets/0045/img1_1.png,assets/targets/0045/img1_2.png,assets/targets/0045/img2_1.png,assets/targets/0045/img2_2.png,assets/targets/0045/recording1_1.mp4,assets/targets/0045/recording1_2.mp4,assets/targets/0045/recording2_1.mp4,assets/targets/0045/recording2_2.mp4,436.6559051772762,257.95950551802974,False,assets/targets/0045/outlinestim_world1_probe0_2_1.png,assets/targets/0045/outlinestim_world2_probe0_2_0.png,assets/targets/0045/outlinestim_world2_probe0_2_1.png,assets/targets/0045/outlinestim_world1_probe0_2_0.png,nocol,0,2,1,1,blue,5e164e81502213c397f0cf39,0,assets/targets/0045/outlinestim_world2_probe0_2_1.png,1,50,True
7,3431,50,0091,assets/targets/0091/img1_1.png,assets/targets/0091/img1_2.png,assets/targets/0091/img2_1.png,assets/targets/0091/img2_2.png,assets/targets/0091/recording1_1.mp4,assets/targets/0091/recording1_2.mp4,assets/targets/0091/recording2_1.mp4,assets/targets/0091/recording2_2.mp4,360.26329222466995,232.43135081432789,False,assets/targets/0091/outlinestim_world1_probe2_1_1.png,assets/targets/0091/outlinestim_world2_probe2_1_0.png,assets/targets/0091/outlinestim_world2_probe2_1_1.png,assets/targets/0091/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,1,1,blue,5e164e81502213c397f0cf39,1,assets/targets/0091/outlinestim_world2_probe2_1_0.png,0,50,True
8,3194,49,0064,assets/targets/0064/img1_1.png,assets/targets/0064/img1_2.png,assets/targets/0064/img2_1.png,assets/targets/0064/img2_2.png,assets/targets/0064/recording1_1.mp4,assets/targets/0064/recording1_2.mp4,assets/targets/0064/recording2_1.mp4,assets/targets/0064/recording2_2.mp4,572.435126403118,233.99006146723664,False,assets/targets/0064/outlinestim_world1_probe0_1_1.png,assets/targets/0064/outlinestim_world2_probe0_1_0.png,assets/targets/0064/outlinestim_world2_probe0_1_1.png,assets/targets/0064/outlinestim_world1_probe0_1_0.png,nocol,0,1,1,1,blue,5e164e81502213c397f0cf39,0,assets/targets/0064/outlinestim_world2_probe0_1_1.png,1,51,True
0,53249,9,0042,assets/targets/0042/img1_1.png,assets/targets/0042/img1_2.png,assets/targets/0042/img2_1.png,assets/targets/0042/img2_2.png,assets/targets/0042/recording1_1.mp4,assets/targets/0042/recording1_2.mp4,assets/targets/0042/recording2_1.mp4,assets/targets/0042/recording2_2.mp4,302.7180979554031,305.896846954325,False,assets/targets/0042/outlinestim_world1_probe0_1_1.png,assets/targets/0042/outlinestim_world2_probe0_1_0.png,assets/targets/0042/outlinestim_world2_probe0_1_1.png,assets/targets/0042/outlinestim_world1_probe0_1_0.png,nocol,0,1,2,1,blue,6168225aece426c90ad49ff1,1,assets/targets/0042/outlinestim_world1_probe0_1_0.png,0,9,False
1,18782,27,0069,assets/targets/0069/img1_1.png,assets/targets/0069/img1_2.png,assets/targets/0069/img2_1.png,assets/targets/0069/img2_2.png,assets/targets/0069/recording1_1.mp4,assets/targets/0069/recording1_2.mp4,assets/targets/0069/recording2_1.mp4,assets/targets/0069/recording2_2.mp4,45.99293272938177,282.53465008228795,False,assets/targets/0069/outlinestim_world1_probe2_2_1.png,assets/targets/0069/outlinestim_world2_probe2_2_0.png,assets/targets/0069/outlinestim_world2_probe2_2_1.png,assets/targets/0069/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,2,1,blue,6168225aece426c90ad49ff1,0,assets/targets/0069/outlinestim_world1_probe2_2_1.png,1,73,True
2,12933,84,0091,assets/targets/0091/img1_1.png,assets/targets/0091/img1_2.png,assets/targets/0091/img2_1.png,assets/targets/0091/img2_2.png,assets/targets/0091/recording1_1.mp4,assets/targets/0091/recording1_2.mp4,assets/targets/0091/recording2_1.mp4,assets/targets/0091/recording2_2.mp4,360.26329222466995,232.43135081432789,False,assets/targets/0091/outlinestim_world1_probe2_2_1.png,assets/targets/0091/outlinestim_world2_probe2_2_0.png,assets/targets/0091/outlinestim_world2_probe2_2_1.png,assets/targets/0091/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,2,1,blue,6168225aece426c90ad49ff1,1,assets/targets/0091/outlinestim_world1_probe2_2_0.png,0,84,True
