trial,rt,response,world,img1_1,img1_2,img2_1,img2_2,recording1_1,recording1_2,recording2_1,recording2_2,sim_x_result1,sim_x_result2,filler,color0_probe_img1,color1_probe_img0,color1_probe_img1,color0_probe_img0,probe_obj,probe_obj_idx,probe_shift_id,worldtype,teleporter_entry_color_idx,teleporter_entry_color,pid,answer,img,counterbalance_id,correct_conf,correct
2,3603,50,0024,assets/targets/0024/img1_1.png,assets/targets/0024/img1_2.png,assets/targets/0024/img2_1.png,assets/targets/0024/img2_2.png,assets/targets/0024/recording1_1.mp4,assets/targets/0024/recording1_2.mp4,assets/targets/0024/recording2_1.mp4,assets/targets/0024/recording2_2.mp4,392.50547349657757,36.17405762242421,False,assets/targets/0024/outlinestim_world1_probe0_1_1.png,assets/targets/0024/outlinestim_world2_probe0_1_0.png,assets/targets/0024/outlinestim_world2_probe0_1_1.png,assets/targets/0024/outlinestim_world1_probe0_1_0.png,nocol,0,1,1,0,brown,614895cb03b189f771ad1267,1,assets/targets/0024/outlinestim_world1_probe0_1_0.png,0,50,True
3,3218,66,0064,assets/targets/0064/img1_1.png,assets/targets/0064/img1_2.png,assets/targets/0064/img2_1.png,assets/targets/0064/img2_2.png,assets/targets/0064/recording1_1.mp4,assets/targets/0064/recording1_2.mp4,assets/targets/0064/recording2_1.mp4,assets/targets/0064/recording2_2.mp4,572.435126403118,233.99006146723664,False,assets/targets/0064/outlinestim_world1_probe2_2_1.png,assets/targets/0064/outlinestim_world2_probe2_2_0.png,assets/targets/0064/outlinestim_world2_probe2_2_1.png,assets/targets/0064/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,1,0,brown,614895cb03b189f771ad1267,0,assets/targets/0064/outlinestim_world1_probe2_2_1.png,1,34,False
4,7164,34,0045,assets/targets/0045/img1_1.png,assets/targets/0045/img1_2.png,assets/targets/0045/img2_1.png,assets/targets/0045/img2_2.png,assets/targets/0045/recording1_1.mp4,assets/targets/0045/recording1_2.mp4,assets/targets/0045/recording2_1.mp4,assets/targets/0045/recording2_2.mp4,436.6559051772762,257.95950551802974,False,assets/targets/0045/outlinestim_world1_probe1_1_1.png,assets/targets/0045/outlinestim_world2_probe1_1_0.png,assets/targets/0045/outlinestim_world2_probe1_1_1.png,assets/targets/0045/outlinestim_world1_probe1_1_0.png,teleport_consistent,1,1,2,0,brown,614895cb03b189f771ad1267,1,assets/targets/0045/outlinestim_world2_probe1_1_0.png,0,34,False
5,6673,62,0025,assets/targets/0025/img1_1.png,assets/targets/0025/img1_2.png,assets/targets/0025/img2_1.png,assets/targets/0025/img2_2.png,assets/targets/0025/recording1_1.mp4,assets/targets/0025/recording1_2.mp4,assets/targets/0025/recording2_1.mp4,assets/targets/0025/recording2_2.mp4,275.75178627094397,548.0849702817209,False,assets/targets/0025/outlinestim_world1_probe0_2_1.png,assets/targets/0025/outlinestim_world2_probe0_2_0.png,assets/targets/0025/outlinestim_world2_probe0_2_1.png,assets/targets/0025/outlinestim_world1_probe0_2_0.png,nocol,0,2,1,0,brown,614895cb03b189f771ad1267,1,assets/targets/0025/outlinestim_world1_probe0_2_0.png,0,62,True
6,3186,37,0042,assets/targets/0042/img1_1.png,assets/targets/0042/img1_2.png,assets/targets/0042/img2_1.png,assets/targets/0042/img2_2.png,assets/targets/0042/recording1_1.mp4,assets/targets/0042/recording1_2.mp4,assets/targets/0042/recording2_1.mp4,assets/targets/0042/recording2_2.mp4,302.7180979554031,305.896846954325,False,assets/targets/0042/outlinestim_world1_probe2_2_1.png,assets/targets/0042/outlinestim_world2_probe2_2_0.png,assets/targets/0042/outlinestim_world2_probe2_2_1.png,assets/targets/0042/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,1,0,brown,614895cb03b189f771ad1267,0,assets/targets/0042/outlinestim_world1_probe2_2_1.png,1,63,True
7,2917,27,0069,assets/targets/0069/img1_1.png,assets/targets/0069/img1_2.png,assets/targets/0069/img2_1.png,assets/targets/0069/img2_2.png,assets/targets/0069/recording1_1.mp4,assets/targets/0069/recording1_2.mp4,assets/targets/0069/recording2_1.mp4,assets/targets/0069/recording2_2.mp4,45.99293272938177,282.53465008228795,False,assets/targets/0069/outlinestim_world1_probe0_2_1.png,assets/targets/0069/outlinestim_world2_probe0_2_0.png,assets/targets/0069/outlinestim_world2_probe0_2_1.png,assets/targets/0069/outlinestim_world1_probe0_2_0.png,nocol,0,2,2,0,brown,614895cb03b189f771ad1267,0,assets/targets/0069/outlinestim_world2_probe0_2_1.png,1,73,True
8,2673,50,0072,assets/targets/0072/img1_1.png,assets/targets/0072/img1_2.png,assets/targets/0072/img2_1.png,assets/targets/0072/img2_2.png,assets/targets/0072/recording1_1.mp4,assets/targets/0072/recording1_2.mp4,assets/targets/0072/recording2_1.mp4,assets/targets/0072/recording2_2.mp4,263.49876924364594,480.2927000755407,False,assets/targets/0072/outlinestim_world1_probe1_1_1.png,assets/targets/0072/outlinestim_world2_probe1_1_0.png,assets/targets/0072/outlinestim_world2_probe1_1_1.png,assets/targets/0072/outlinestim_world1_probe1_1_0.png,teleport_consistent,1,1,1,0,brown,614895cb03b189f771ad1267,1,assets/targets/0072/outlinestim_world1_probe1_1_0.png,0,50,True
0,19618,69,0069,assets/targets/0069/img1_1.png,assets/targets/0069/img1_2.png,assets/targets/0069/img2_1.png,assets/targets/0069/img2_2.png,assets/targets/0069/recording1_1.mp4,assets/targets/0069/recording1_2.mp4,assets/targets/0069/recording2_1.mp4,assets/targets/0069/recording2_2.mp4,45.99293272938177,282.53465008228795,False,assets/targets/0069/outlinestim_world1_probe2_1_1.png,assets/targets/0069/outlinestim_world2_probe2_1_0.png,assets/targets/0069/outlinestim_world2_probe2_1_1.png,assets/targets/0069/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,1,0,brown,66799662d6513151e840c6af,1,assets/targets/0069/outlinestim_world1_probe2_1_0.png,0,69,True
1,8839,85,0025,assets/targets/0025/img1_1.png,assets/targets/0025/img1_2.png,assets/targets/0025/img2_1.png,assets/targets/0025/img2_2.png,assets/targets/0025/recording1_1.mp4,assets/targets/0025/recording1_2.mp4,assets/targets/0025/recording2_1.mp4,assets/targets/0025/recording2_2.mp4,275.75178627094397,548.0849702817209,False,assets/targets/0025/outlinestim_world1_probe2_2_1.png,assets/targets/0025/outlinestim_world2_probe2_2_0.png,assets/targets/0025/outlinestim_world2_probe2_2_1.png,assets/targets/0025/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,1,0,brown,66799662d6513151e840c6af,0,assets/targets/0025/outlinestim_world1_probe2_2_1.png,1,15,False
2,5736,88,0091,assets/targets/0091/img1_1.png,assets/targets/0091/img1_2.png,assets/targets/0091/img2_1.png,assets/targets/0091/img2_2.png,assets/targets/0091/recording1_1.mp4,assets/targets/0091/recording1_2.mp4,assets/targets/0091/recording2_1.mp4,assets/targets/0091/recording2_2.mp4,360.26329222466995,232.43135081432789,False,assets/targets/0091/outlinestim_world1_probe0_1_1.png,assets/targets/0091/outlinestim_world2_probe0_1_0.png,assets/targets/0091/outlinestim_world2_probe0_1_1.png,assets/targets/0091/outlinestim_world1_probe0_1_0.png,nocol,0,1,2,0,brown,66799662d6513151e840c6af,0,assets/targets/0091/outlinestim_world2_probe0_1_1.png,1,12,False
3,12299,17,0064,assets/targets/0064/img1_1.png,assets/targets/0064/img1_2.png,assets/targets/0064/img2_1.png,assets/targets/0064/img2_2.png,assets/targets/0064/recording1_1.mp4,assets/targets/0064/recording1_2.mp4,assets/targets/0064/recording2_1.mp4,assets/targets/0064/recording2_2.mp4,572.435126403118,233.99006146723664,False,assets/targets/0064/outlinestim_world1_probe2_2_1.png,assets/targets/0064/outlinestim_world2_probe2_2_0.png,assets/targets/0064/outlinestim_world2_probe2_2_1.png,assets/targets/0064/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,2,0,brown,66799662d6513151e840c6af,0,assets/targets/0064/outlinestim_world2_probe2_2_1.png,1,83,True
4,7380,100,0045,assets/targets/0045/img1_1.png,assets/targets/0045/img1_2.png,assets/targets/0045/img2_1.png,assets/targets/0045/img2_2.png,assets/targets/0045/recording1_1.mp4,assets/targets/0045/recording1_2.mp4,assets/targets/0045/recording2_1.mp4,assets/targets/0045/recording2_2.mp4,436.6559051772762,257.95950551802974,False,assets/targets/0045/outlinestim_world1_probe1_2_1.png,assets/targets/0045/outlinestim_world2_probe1_2_0.png,assets/targets/0045/outlinestim_world2_probe1_2_1.png,assets/targets/0045/outlinestim_world1_probe1_2_0.png,teleport_consistent,1,2,1,0,brown,66799662d6513151e840c6af,1,assets/targets/0045/outlinestim_world1_probe1_2_0.png,0,100,True
5,15433,100,0042,assets/targets/0042/img1_1.png,assets/targets/0042/img1_2.png,assets/targets/0042/img2_1.png,assets/targets/0042/img2_2.png,assets/targets/0042/recording1_1.mp4,assets/targets/0042/recording1_2.mp4,assets/targets/0042/recording2_1.mp4,assets/targets/0042/recording2_2.mp4,302.7180979554031,305.896846954325,False,assets/targets/0042/outlinestim_world1_probe2_1_1.png,assets/targets/0042/outlinestim_world2_probe2_1_0.png,assets/targets/0042/outlinestim_world2_probe2_1_1.png,assets/targets/0042/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,2,0,brown,66799662d6513151e840c6af,1,assets/targets/0042/outlinestim_world2_probe2_1_0.png,0,100,True
6,6774,100,0024,assets/targets/0024/img1_1.png,assets/targets/0024/img1_2.png,assets/targets/0024/img2_1.png,assets/targets/0024/img2_2.png,assets/targets/0024/recording1_1.mp4,assets/targets/0024/recording1_2.mp4,assets/targets/0024/recording2_1.mp4,assets/targets/0024/recording2_2.mp4,392.50547349657757,36.17405762242421,False,assets/targets/0024/outlinestim_world1_probe1_1_1.png,assets/targets/0024/outlinestim_world2_probe1_1_0.png,assets/targets/0024/outlinestim_world2_probe1_1_1.png,assets/targets/0024/outlinestim_world1_probe1_1_0.png,teleport_consistent,1,1,1,0,brown,66799662d6513151e840c6af,1,assets/targets/0024/outlinestim_world1_probe1_1_0.png,0,100,True
7,6721,100,0052,assets/targets/0052/img1_1.png,assets/targets/0052/img1_2.png,assets/targets/0052/img2_1.png,assets/targets/0052/img2_2.png,assets/targets/0052/recording1_1.mp4,assets/targets/0052/recording1_2.mp4,assets/targets/0052/recording2_1.mp4,assets/targets/0052/recording2_2.mp4,570.2567171334038,231.9134273051645,False,assets/targets/0052/outlinestim_world1_probe2_1_1.png,assets/targets/0052/outlinestim_world2_probe2_1_0.png,assets/targets/0052/outlinestim_world2_probe2_1_1.png,assets/targets/0052/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,2,0,brown,66799662d6513151e840c6af,1,assets/targets/0052/outlinestim_world2_probe2_1_0.png,0,100,True
8,14393,79,0072,assets/targets/0072/img1_1.png,assets/targets/0072/img1_2.png,assets/targets/0072/img2_1.png,assets/targets/0072/img2_2.png,assets/targets/0072/recording1_1.mp4,assets/targets/0072/recording1_2.mp4,assets/targets/0072/recording2_1.mp4,assets/targets/0072/recording2_2.mp4,263.49876924364594,480.2927000755407,False,assets/targets/0072/outlinestim_world1_probe1_2_1.png,assets/targets/0072/outlinestim_world2_probe1_2_0.png,assets/targets/0072/outlinestim_world2_probe1_2_1.png,assets/targets/0072/outlinestim_world1_probe1_2_0.png,teleport_consistent,1,2,2,0,brown,66799662d6513151e840c6af,0,assets/targets/0072/outlinestim_world2_probe1_2_1.png,1,21,False
0,32607,50,0072,assets/targets/0072/img1_1.png,assets/targets/0072/img1_2.png,assets/targets/0072/img2_1.png,assets/targets/0072/img2_2.png,assets/targets/0072/recording1_1.mp4,assets/targets/0072/recording1_2.mp4,assets/targets/0072/recording2_1.mp4,assets/targets/0072/recording2_2.mp4,263.49876924364594,480.2927000755407,False,assets/targets/0072/outlinestim_world1_probe0_2_1.png,assets/targets/0072/outlinestim_world2_probe0_2_0.png,assets/targets/0072/outlinestim_world2_probe0_2_1.png,assets/targets/0072/outlinestim_world1_probe0_2_0.png,nocol,0,2,2,0,brown,5fc7a6aaa7646c0009521161,0,assets/targets/0072/outlinestim_world2_probe0_2_1.png,1,50,True
1,5600,50,0042,assets/targets/0042/img1_1.png,assets/targets/0042/img1_2.png,assets/targets/0042/img2_1.png,assets/targets/0042/img2_2.png,assets/targets/0042/recording1_1.mp4,assets/targets/0042/recording1_2.mp4,assets/targets/0042/recording2_1.mp4,assets/targets/0042/recording2_2.mp4,302.7180979554031,305.896846954325,False,assets/targets/0042/outlinestim_world1_probe0_1_1.png,assets/targets/0042/outlinestim_world2_probe0_1_0.png,assets/targets/0042/outlinestim_world2_probe0_1_1.png,assets/targets/0042/outlinestim_world1_probe0_1_0.png,nocol,0,1,2,0,brown,5fc7a6aaa7646c0009521161,0,assets/targets/0042/outlinestim_world2_probe0_1_1.png,1,50,True
2,6508,28,0091,assets/targets/0091/img1_1.png,assets/targets/0091/img1_2.png,assets/targets/0091/img2_1.png,assets/targets/0091/img2_2.png,assets/targets/0091/recording1_1.mp4,assets/targets/0091/recording1_2.mp4,assets/targets/0091/recording2_1.mp4,assets/targets/0091/recording2_2.mp4,360.26329222466995,232.43135081432789,False,assets/targets/0091/outlinestim_world1_probe0_1_1.png,assets/targets/0091/outlinestim_world2_probe0_1_0.png,assets/targets/0091/outlinestim_world2_probe0_1_1.png,assets/targets/0091/outlinestim_world1_probe0_1_0.png,nocol,0,1,1,0,brown,5fc7a6aaa7646c0009521161,1,assets/targets/0091/outlinestim_world1_probe0_1_0.png,0,28,False
3,9297,0,0069,assets/targets/0069/img1_1.png,assets/targets/0069/img1_2.png,assets/targets/0069/img2_1.png,assets/targets/0069/img2_2.png,assets/targets/0069/recording1_1.mp4,assets/targets/0069/recording1_2.mp4,assets/targets/0069/recording2_1.mp4,assets/targets/0069/recording2_2.mp4,45.99293272938177,282.53465008228795,False,assets/targets/0069/outlinestim_world1_probe2_1_1.png,assets/targets/0069/outlinestim_world2_probe2_1_0.png,assets/targets/0069/outlinestim_world2_probe2_1_1.png,assets/targets/0069/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,2,0,brown,5fc7a6aaa7646c0009521161,0,assets/targets/0069/outlinestim_world2_probe2_1_1.png,1,100,True
4,9332,0,0025,assets/targets/0025/img1_1.png,assets/targets/0025/img1_2.png,assets/targets/0025/img2_1.png,assets/targets/0025/img2_2.png,assets/targets/0025/recording1_1.mp4,assets/targets/0025/recording1_2.mp4,assets/targets/0025/recording2_1.mp4,assets/targets/0025/recording2_2.mp4,275.75178627094397,548.0849702817209,False,assets/targets/0025/outlinestim_world1_probe2_2_1.png,assets/targets/0025/outlinestim_world2_probe2_2_0.png,assets/targets/0025/outlinestim_world2_probe2_2_1.png,assets/targets/0025/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,1,0,brown,5fc7a6aaa7646c0009521161,0,assets/targets/0025/outlinestim_world1_probe2_2_1.png,1,100,True
5,5141,90,0024,assets/targets/0024/img1_1.png,assets/targets/0024/img1_2.png,assets/targets/0024/img2_1.png,assets/targets/0024/img2_2.png,assets/targets/0024/recording1_1.mp4,assets/targets/0024/recording1_2.mp4,assets/targets/0024/recording2_1.mp4,assets/targets/0024/recording2_2.mp4,392.50547349657757,36.17405762242421,False,assets/targets/0024/outlinestim_world1_probe2_1_1.png,assets/targets/0024/outlinestim_world2_probe2_1_0.png,assets/targets/0024/outlinestim_world2_probe2_1_1.png,assets/targets/0024/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,1,0,brown,5fc7a6aaa7646c0009521161,1,assets/targets/0024/outlinestim_world1_probe2_1_0.png,0,90,True
6,5650,50,0052,assets/targets/0052/img1_1.png,assets/targets/0052/img1_2.png,assets/targets/0052/img2_1.png,assets/targets/0052/img2_2.png,assets/targets/0052/recording1_1.mp4,assets/targets/0052/recording1_2.mp4,assets/targets/0052/recording2_1.mp4,assets/targets/0052/recording2_2.mp4,570.2567171334038,231.9134273051645,False,assets/targets/0052/outlinestim_world1_probe1_1_1.png,assets/targets/0052/outlinestim_world2_probe1_1_0.png,assets/targets/0052/outlinestim_world2_probe1_1_1.png,assets/targets/0052/outlinestim_world1_probe1_1_0.png,teleport_consistent,1,1,1,0,brown,5fc7a6aaa7646c0009521161,0,assets/targets/0052/outlinestim_world1_probe1_1_1.png,1,50,True
7,7642,100,0064,assets/targets/0064/img1_1.png,assets/targets/0064/img1_2.png,assets/targets/0064/img2_1.png,assets/targets/0064/img2_2.png,assets/targets/0064/recording1_1.mp4,assets/targets/0064/recording1_2.mp4,assets/targets/0064/recording2_1.mp4,assets/targets/0064/recording2_2.mp4,572.435126403118,233.99006146723664,False,assets/targets/0064/outlinestim_world1_probe2_2_1.png,assets/targets/0064/outlinestim_world2_probe2_2_0.png,assets/targets/0064/outlinestim_world2_probe2_2_1.png,assets/targets/0064/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,2,0,brown,5fc7a6aaa7646c0009521161,1,assets/targets/0064/outlinestim_world2_probe2_2_0.png,0,100,True
8,4388,51,0045,assets/targets/0045/img1_1.png,assets/targets/0045/img1_2.png,assets/targets/0045/img2_1.png,assets/targets/0045/img2_2.png,assets/targets/0045/recording1_1.mp4,assets/targets/0045/recording1_2.mp4,assets/targets/0045/recording2_1.mp4,assets/targets/0045/recording2_2.mp4,436.6559051772762,257.95950551802974,False,assets/targets/0045/outlinestim_world1_probe0_2_1.png,assets/targets/0045/outlinestim_world2_probe0_2_0.png,assets/targets/0045/outlinestim_world2_probe0_2_1.png,assets/targets/0045/outlinestim_world1_probe0_2_0.png,nocol,0,2,2,0,brown,5fc7a6aaa7646c0009521161,0,assets/targets/0045/outlinestim_world2_probe0_2_1.png,1,49,False
0,26305,75,0042,assets/targets/0042/img1_1.png,assets/targets/0042/img1_2.png,assets/targets/0042/img2_1.png,assets/targets/0042/img2_2.png,assets/targets/0042/recording1_1.mp4,assets/targets/0042/recording1_2.mp4,assets/targets/0042/recording2_1.mp4,assets/targets/0042/recording2_2.mp4,302.7180979554031,305.896846954325,False,assets/targets/0042/outlinestim_world1_probe2_1_1.png,assets/targets/0042/outlinestim_world2_probe2_1_0.png,assets/targets/0042/outlinestim_world2_probe2_1_1.png,assets/targets/0042/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,2,0,brown,66a0546b92a6ce30ea377c9b,0,assets/targets/0042/outlinestim_world2_probe2_1_1.png,1,25,False
1,19769,50,0052,assets/targets/0052/img1_1.png,assets/targets/0052/img1_2.png,assets/targets/0052/img2_1.png,assets/targets/0052/img2_2.png,assets/targets/0052/recording1_1.mp4,assets/targets/0052/recording1_2.mp4,assets/targets/0052/recording2_1.mp4,assets/targets/0052/recording2_2.mp4,570.2567171334038,231.9134273051645,False,assets/targets/0052/outlinestim_world1_probe1_1_1.png,assets/targets/0052/outlinestim_world2_probe1_1_0.png,assets/targets/0052/outlinestim_world2_probe1_1_1.png,assets/targets/0052/outlinestim_world1_probe1_1_0.png,teleport_consistent,1,1,2,0,brown,66a0546b92a6ce30ea377c9b,1,assets/targets/0052/outlinestim_world2_probe1_1_0.png,0,50,True
2,9091,59,0091,assets/targets/0091/img1_1.png,assets/targets/0091/img1_2.png,assets/targets/0091/img2_1.png,assets/targets/0091/img2_2.png,assets/targets/0091/recording1_1.mp4,assets/targets/0091/recording1_2.mp4,assets/targets/0091/recording2_1.mp4,assets/targets/0091/recording2_2.mp4,360.26329222466995,232.43135081432789,False,assets/targets/0091/outlinestim_world1_probe1_1_1.png,assets/targets/0091/outlinestim_world2_probe1_1_0.png,assets/targets/0091/outlinestim_world2_probe1_1_1.png,assets/targets/0091/outlinestim_world1_probe1_1_0.png,teleport_consistent,1,1,1,0,brown,66a0546b92a6ce30ea377c9b,1,assets/targets/0091/outlinestim_world1_probe1_1_0.png,0,59,True
3,6760,47,0025,assets/targets/0025/img1_1.png,assets/targets/0025/img1_2.png,assets/targets/0025/img2_1.png,assets/targets/0025/img2_2.png,assets/targets/0025/recording1_1.mp4,assets/targets/0025/recording1_2.mp4,assets/targets/0025/recording2_1.mp4,assets/targets/0025/recording2_2.mp4,275.75178627094397,548.0849702817209,False,assets/targets/0025/outlinestim_world1_probe0_2_1.png,assets/targets/0025/outlinestim_world2_probe0_2_0.png,assets/targets/0025/outlinestim_world2_probe0_2_1.png,assets/targets/0025/outlinestim_world1_probe0_2_0.png,nocol,0,2,2,0,brown,66a0546b92a6ce30ea377c9b,0,assets/targets/0025/outlinestim_world2_probe0_2_1.png,1,53,True
4,10526,44,0072,assets/targets/0072/img1_1.png,assets/targets/0072/img1_2.png,assets/targets/0072/img2_1.png,assets/targets/0072/img2_2.png,assets/targets/0072/recording1_1.mp4,assets/targets/0072/recording1_2.mp4,assets/targets/0072/recording2_1.mp4,assets/targets/0072/recording2_2.mp4,263.49876924364594,480.2927000755407,False,assets/targets/0072/outlinestim_world1_probe2_2_1.png,assets/targets/0072/outlinestim_world2_probe2_2_0.png,assets/targets/0072/outlinestim_world2_probe2_2_1.png,assets/targets/0072/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,2,0,brown,66a0546b92a6ce30ea377c9b,0,assets/targets/0072/outlinestim_world2_probe2_2_1.png,1,56,True
5,6808,53,0064,assets/targets/0064/img1_1.png,assets/targets/0064/img1_2.png,assets/targets/0064/img2_1.png,assets/targets/0064/img2_2.png,assets/targets/0064/recording1_1.mp4,assets/targets/0064/recording1_2.mp4,assets/targets/0064/recording2_1.mp4,assets/targets/0064/recording2_2.mp4,572.435126403118,233.99006146723664,False,assets/targets/0064/outlinestim_world1_probe2_2_1.png,assets/targets/0064/outlinestim_world2_probe2_2_0.png,assets/targets/0064/outlinestim_world2_probe2_2_1.png,assets/targets/0064/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,2,0,brown,66a0546b92a6ce30ea377c9b,0,assets/targets/0064/outlinestim_world2_probe2_2_1.png,1,47,False
6,7739,50,0069,assets/targets/0069/img1_1.png,assets/targets/0069/img1_2.png,assets/targets/0069/img2_1.png,assets/targets/0069/img2_2.png,assets/targets/0069/recording1_1.mp4,assets/targets/0069/recording1_2.mp4,assets/targets/0069/recording2_1.mp4,assets/targets/0069/recording2_2.mp4,45.99293272938177,282.53465008228795,False,assets/targets/0069/outlinestim_world1_probe2_2_1.png,assets/targets/0069/outlinestim_world2_probe2_2_0.png,assets/targets/0069/outlinestim_world2_probe2_2_1.png,assets/targets/0069/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,1,0,brown,66a0546b92a6ce30ea377c9b,0,assets/targets/0069/outlinestim_world1_probe2_2_1.png,1,50,True
7,7967,50,0024,assets/targets/0024/img1_1.png,assets/targets/0024/img1_2.png,assets/targets/0024/img2_1.png,assets/targets/0024/img2_2.png,assets/targets/0024/recording1_1.mp4,assets/targets/0024/recording1_2.mp4,assets/targets/0024/recording2_1.mp4,assets/targets/0024/recording2_2.mp4,392.50547349657757,36.17405762242421,False,assets/targets/0024/outlinestim_world1_probe0_1_1.png,assets/targets/0024/outlinestim_world2_probe0_1_0.png,assets/targets/0024/outlinestim_world2_probe0_1_1.png,assets/targets/0024/outlinestim_world1_probe0_1_0.png,nocol,0,1,2,0,brown,66a0546b92a6ce30ea377c9b,0,assets/targets/0024/outlinestim_world2_probe0_1_1.png,1,50,True
8,8097,42,0045,assets/targets/0045/img1_1.png,assets/targets/0045/img1_2.png,assets/targets/0045/img2_1.png,assets/targets/0045/img2_2.png,assets/targets/0045/recording1_1.mp4,assets/targets/0045/recording1_2.mp4,assets/targets/0045/recording2_1.mp4,assets/targets/0045/recording2_2.mp4,436.6559051772762,257.95950551802974,False,assets/targets/0045/outlinestim_world1_probe2_1_1.png,assets/targets/0045/outlinestim_world2_probe2_1_0.png,assets/targets/0045/outlinestim_world2_probe2_1_1.png,assets/targets/0045/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,2,0,brown,66a0546b92a6ce30ea377c9b,0,assets/targets/0045/outlinestim_world2_probe2_1_1.png,1,58,True
0,32194,66,0072,assets/targets/0072/img1_1.png,assets/targets/0072/img1_2.png,assets/targets/0072/img2_1.png,assets/targets/0072/img2_2.png,assets/targets/0072/recording1_1.mp4,assets/targets/0072/recording1_2.mp4,assets/targets/0072/recording2_1.mp4,assets/targets/0072/recording2_2.mp4,263.49876924364594,480.2927000755407,False,assets/targets/0072/outlinestim_world1_probe2_1_1.png,assets/targets/0072/outlinestim_world2_probe2_1_0.png,assets/targets/0072/outlinestim_world2_probe2_1_1.png,assets/targets/0072/outlinestim_world1_probe2_1_0.png,noteleport_consistent,2,1,2,0,brown,62cd43d66c2dd7ae9ab53ae7,1,assets/targets/0072/outlinestim_world2_probe2_1_0.png,0,66,True
1,29283,43,0045,assets/targets/0045/img1_1.png,assets/targets/0045/img1_2.png,assets/targets/0045/img2_1.png,assets/targets/0045/img2_2.png,assets/targets/0045/recording1_1.mp4,assets/targets/0045/recording1_2.mp4,assets/targets/0045/recording2_1.mp4,assets/targets/0045/recording2_2.mp4,436.6559051772762,257.95950551802974,False,assets/targets/0045/outlinestim_world1_probe0_1_1.png,assets/targets/0045/outlinestim_world2_probe0_1_0.png,assets/targets/0045/outlinestim_world2_probe0_1_1.png,assets/targets/0045/outlinestim_world1_probe0_1_0.png,nocol,0,1,2,0,brown,62cd43d66c2dd7ae9ab53ae7,0,assets/targets/0045/outlinestim_world2_probe0_1_1.png,1,57,True
2,14066,79,0091,assets/targets/0091/img1_1.png,assets/targets/0091/img1_2.png,assets/targets/0091/img2_1.png,assets/targets/0091/img2_2.png,assets/targets/0091/recording1_1.mp4,assets/targets/0091/recording1_2.mp4,assets/targets/0091/recording2_1.mp4,assets/targets/0091/recording2_2.mp4,360.26329222466995,232.43135081432789,False,assets/targets/0091/outlinestim_world1_probe2_2_1.png,assets/targets/0091/outlinestim_world2_probe2_2_0.png,assets/targets/0091/outlinestim_world2_probe2_2_1.png,assets/targets/0091/outlinestim_world1_probe2_2_0.png,noteleport_consistent,2,2,2,0,brown,62cd43d66c2dd7ae9ab53ae7,1,assets/targets/0091/outlinestim_world2_probe2_2_0.png,0,79,True
3,8333,0,0042,assets/targets/0042/img1_1.png,assets/targets/0042/img1_2.png,assets/targets/0042/img2_1.png,assets/targets/0042/img2_2.png,assets/targets/0042/recording1_1.mp4,assets/targets/0042/recording1_2.mp4,assets/targets/0042/recording2_1.mp4,assets/targets/0042/recording2_2.mp4,302.7180979554031,305.896846954325,False,assets/targets/0042/outlinestim_world1_probe1_2_1.png,assets/targets/0042/outlinestim_world2_probe1_2_0.png,assets/targets/0042/outlinestim_world2_probe1_2_1.png,assets/targets/0042/outlinestim_world1_probe1_2_0.png,teleport_consistent,1,2,1,0,brown,62cd43d66c2dd7ae9ab53ae7,0,assets/targets/0042/outlinestim_world1_probe1_2_1.png,1,100,True
4,10096,58,0069,assets/targets/0069/img1_1.png,assets/targets/0069/img1_2.png,assets/targets/0069/img2_1.png,assets/targets/0069/img2_2.png,assets/targets/0069/recording1_1.mp4,assets/targets/0069/recording1_2.mp4,assets/targets/0069/recording2_1.mp4,assets/targets/0069/recording2_2.mp4,45.99293272938177,282.53465008228795,False,assets/targets/0069/outlinestim_world1_probe0_1_1.png,assets/targets/0069/outlinestim_world2_probe0_1_0.png,assets/targets/0069/outlinestim_world2_probe0_1_1.png,assets/targets/0069/outlinestim_world1_probe0_1_0.png,nocol,0,1,1,0,brown,62cd43d66c2dd7ae9ab53ae7,1,assets/targets/0069/outlinestim_world1_probe0_1_0.png,0,58,True
