,noise_position_moving,noise_collision_direction,noise_collision_elasticity,epsilon,rmse,r
326,4.0,0.2,0.2,0.2,0.08226842251022043,0.976313322152969
327,4.0,0.30000000000000004,0.2,0.2,0.09235964267574485,0.9698764436879277
328,4.0,0.4,0.2,0.15000000000000002,0.08740860560170682,0.9753614488127157
329,4.0,0.5,0.2,0.2,0.08454544451272723,0.9747255895889798
330,4.0,0.6000000000000001,0.2,0.15000000000000002,0.08799095093071356,0.9758341341847298
331,4.0,0.7000000000000001,0.2,0.2,0.08209637496643622,0.9764392071470603
332,4.0,0.8,0.2,0.15000000000000002,0.08306244167880665,0.9770871397051383
333,5.0,0.0,0.2,0.2,0.08256682423133123,0.9768939161501156
334,5.0,0.1,0.2,0.2,0.09285410562707608,0.969758940912979
335,5.0,0.2,0.2,0.15000000000000002,0.08930040896811413,0.9757379293928701
336,5.0,0.30000000000000004,0.2,0.15000000000000002,0.0847752318242444,0.976507873434162
337,5.0,0.4,0.2,0.15000000000000002,0.08950519701640038,0.9739449893174671
338,5.0,0.5,0.2,0.15000000000000002,0.08442919711300319,0.9761095635255624
339,5.0,0.6000000000000001,0.2,0.2,0.08821161614484883,0.9740623581618213
340,5.0,0.7000000000000001,0.2,0.2,0.08661207493134603,0.9745669923359116
341,5.0,0.8,0.2,0.15000000000000002,0.08499527733872923,0.9755188861657274
342,6.0,0.0,0.2,0.15000000000000002,0.08726598014054049,0.9745316275100424
343,6.0,0.1,0.2,0.2,0.08161681502002707,0.977295964068749
344,6.0,0.2,0.2,0.15000000000000002,0.08990822247997729,0.9738670437927542
345,6.0,0.30000000000000004,0.2,0.2,0.08456462729715856,0.975066478964276
346,6.0,0.4,0.2,0.2,0.08153862250180599,0.9766029133874381
